Date,Open,High,Low,Close,Adj Close,Volume
2003-05-08,10.971428,11.200000,10.171428,10.400000,7.892530,187943
2003-05-09,10.628571,10.742857,10.400000,10.742857,8.152722,114799
2003-05-12,10.742857,11.771428,10.742857,11.428571,8.673109,752170
2003-05-13,11.771428,11.885714,11.314285,11.428571,8.673109,526229
2003-05-14,11.657142,13.142857,11.428571,12.457142,9.453690,797615
2003-05-15,12.571428,12.800000,12.342857,12.457142,9.453690,868012
2003-05-16,12.571428,12.800000,12.114285,12.342857,9.366959,446810
2003-05-19,12.571428,12.685714,12.000000,12.114285,9.193497,445551
2003-05-20,12.000000,12.228571,11.657142,11.771428,8.933304,262185
2003-05-21,12.000000,13.028571,11.885714,12.800000,9.713881,598363
2003-05-22,13.142857,13.828571,12.457142,13.714285,10.407732,1612429
2003-05-23,14.171428,14.400000,13.714285,14.285714,10.841388,904729
2003-05-26,14.514285,15.314285,14.400000,15.085714,11.448507,1251600
2003-05-27,15.542857,15.542857,14.285714,14.400000,10.928119,1049293
2003-05-28,14.857142,14.971428,14.400000,14.628571,11.101582,574205
2003-05-29,14.857142,15.428571,14.742857,15.200000,11.535237,1040854
2003-05-30,15.314285,16.114285,15.314285,15.657142,11.882159,1371874
2003-06-02,15.885714,16.799999,15.771428,16.114285,12.229085,1529006
2003-06-03,16.457142,16.571428,15.428571,15.657142,11.882159,894201
2003-06-04,16.000000,16.228571,15.657142,16.000000,12.142352,810372
2003-06-05,15.771428,16.342857,15.657142,15.657142,11.882159,815897
2003-06-06,15.657142,16.114285,15.542857,15.657142,11.882159,473320
2003-06-09,15.885714,17.257141,15.542857,17.028570,12.922934,2252565
2003-06-10,17.371428,17.714285,15.542857,15.771428,11.968890,3064916
2003-06-11,16.228571,16.914286,16.000000,16.114285,12.229085,1080908
2003-06-12,16.114285,16.914286,16.114285,16.457142,12.489275,1091158
2003-06-13,17.371428,17.371428,16.228571,16.342857,12.402548,513633
2003-06-16,16.571428,16.571428,15.885714,16.114285,12.229085,494274
2003-06-17,16.457142,16.457142,16.000000,16.114285,12.229085,397431
2003-06-18,16.228571,16.342857,15.885714,16.000000,12.142352,771932
2003-06-19,16.000000,16.571428,16.000000,16.228571,12.315817,876131
2003-06-20,16.228571,16.685715,16.114285,16.457142,12.489275,978983
2003-06-23,16.571428,17.714285,16.342857,16.799999,12.749472,2939241
2003-06-24,16.799999,19.200001,16.799999,18.971428,14.397361,4740127
2003-06-25,20.228571,20.457142,19.085714,19.885714,15.091212,4424727
2003-06-26,20.342857,20.685715,19.657143,19.771427,15.004479,2194324
2003-06-27,20.114285,20.342857,18.971428,20.114285,15.264672,2389118
2003-06-30,21.714285,21.942858,20.457142,21.371428,16.218716,2949997
